AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E08000028,Sandwell,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,9660,Number,Number,,,,1,
E08000028,Sandwell,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7270,Number,Number,,,,1,
E08000028,Sandwell,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6960,Number,Number,,,,1,
E08000029,Solihull,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3220,Number,Number,,,,1,
E08000029,Solihull,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2410,Number,Number,,,,1,
E08000029,Solihull,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2410,Number,Number,,,,1,
E08000030,Walsall,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6850,Number,Number,,,,1,
E08000030,Walsall,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5210,Number,Number,,,,1,
E08000030,Walsall,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4980,Number,Number,,,,1,
E08000031,Wolverhampton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7950,Number,Number,,,,1,
E08000031,Wolverhampton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5960,Number,Number,,,,1,
E08000031,Wolverhampton,Metropolitan District,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5480,Number,Number,,,,1,
E10000034,Worcestershire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8600,Number,Number,,,,1,
