AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E10000034,Worcestershire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6390,Number,Number,,,,1,
E06000055,Bedford,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4110,Number,Number,,,,1,
E06000055,Bedford,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3160,Number,Number,,,,1,
E06000055,Bedford,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3170,Number,Number,,,,1,
E06000056,Central Bedfordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3480,Number,Number,,,,1,
E06000056,Central Bedfordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3110,Number,Number,,,,1,
E06000056,Central Bedfordshire,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3520,Number,Number,,,,1,
E06000032,Luton,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4610,Number,Number,,,,1,
E06000032,Luton,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4090,Number,Number,,,,1,
E06000032,Luton,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3810,Number,Number,,,,1,
E06000031,Peterborough,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4080,Number,Number,,,,1,
E06000031,Peterborough,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3500,Number,Number,,,,1,
E06000031,Peterborough,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3230,Number,Number,,,,1,
E06000033,Southend-on-Sea,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3310,Number,Number,,,,1,
E06000033,Southend-on-Sea,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2600,Number,Number,,,,1,
E06000033,Southend-on-Sea,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2630,Number,Number,,,,1,
E06000034,Thurrock,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3130,Number,Number,,,,1,
E06000034,Thurrock,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2510,Number,Number,,,,1,
E06000034,Thurrock,Unitary Authority,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2210,Number,Number,,,,1,
E10000003,Cambridgeshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6970,Number,Number,,,,1,
E10000003,Cambridgeshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6110,Number,Number,,,,1,
E10000003,Cambridgeshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5900,Number,Number,,,,1,
E10000012,Essex,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,18940,Number,Number,,,,1,
E10000012,Essex,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,15490,Number,Number,,,,1,
E10000012,Essex,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,15510,Number,Number,,,,1,
E10000015,Hertfordshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,12940,Number,Number,,,,1,
E10000015,Hertfordshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,10760,Number,Number,,,,1,
E10000015,Hertfordshire,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,11770,Number,Number,,,,1,
E10000020,Norfolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,11440,Number,Number,,,,1,
E10000020,Norfolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,9910,Number,Number,,,,1,
E10000020,Norfolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,10180,Number,Number,,,,1,
E10000029,Suffolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,10980,Number,Number,,,,1,
E10000029,Suffolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,8240,Number,Number,,,,1,
E10000029,Suffolk,County,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,9150,Number,Number,,,,1,
E09000007,Camden,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3720,Number,Number,,,,1,
E09000007,Camden,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3140,Number,Number,,,,1,
E09000007,Camden,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3190,Number,Number,,,,1,
E09000001,City of London,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,110,Number,Number,,,,1,
E09000001,City of London,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,90,Number,Number,,,,1,
E09000001,City of London,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,130,Number,Number,,,,1,
E09000012,Hackney,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5700,Number,Number,,,,1,
E09000012,Hackney,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4850,Number,Number,,,,1,
E09000012,Hackney,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5260,Number,Number,,,,1,
E09000013,Hammersmith and Fulham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4220,Number,Number,,,,1,
E09000013,Hammersmith and Fulham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2760,Number,Number,,,,1,
E09000013,Hammersmith and Fulham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2840,Number,Number,,,,1,
E09000014,Haringey,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7930,Number,Number,,,,1,
E09000014,Haringey,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6640,Number,Number,,,,1,
E09000014,Haringey,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6760,Number,Number,,,,1,
E09000019,Islington,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5540,Number,Number,,,,1,
E09000019,Islington,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3640,Number,Number,,,,1,
E09000019,Islington,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3770,Number,Number,,,,1,
E09000020,Kensington and Chelsea,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,1920,Number,Number,,,,1,
E09000020,Kensington and Chelsea,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,1510,Number,Number,,,,1,
E09000020,Kensington and Chelsea,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,1550,Number,Number,,,,1,
E09000022,Lambeth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8330,Number,Number,,,,1,
E09000022,Lambeth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5910,Number,Number,,,,1,
E09000022,Lambeth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6540,Number,Number,,,,1,
E09000023,Lewisham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7450,Number,Number,,,,1,
E09000023,Lewisham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6170,Number,Number,,,,1,
E09000023,Lewisham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6550,Number,Number,,,,1,
E09000025,Newham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,12640,Number,Number,,,,1,
E09000025,Newham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,10870,Number,Number,,,,1,
E09000025,Newham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,10560,Number,Number,,,,1,
E09000028,Southwark,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7590,Number,Number,,,,1,
E09000028,Southwark,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6150,Number,Number,,,,1,
E09000028,Southwark,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6740,Number,Number,,,,1,
E09000030,Tower Hamlets,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7450,Number,Number,,,,1,
E09000030,Tower Hamlets,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6270,Number,Number,,,,1,
E09000030,Tower Hamlets,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6590,Number,Number,,,,1,
E09000032,Wandsworth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5050,Number,Number,,,,1,
E09000032,Wandsworth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4190,Number,Number,,,,1,
E09000032,Wandsworth,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4530,Number,Number,,,,1,
E09000033,Westminster,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3490,Number,Number,,,,1,
E09000033,Westminster,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,2850,Number,Number,,,,1,
E09000033,Westminster,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,2970,Number,Number,,,,1,
E09000002,Barking and Dagenham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,5850,Number,Number,,,,1,
E09000002,Barking and Dagenham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4960,Number,Number,,,,1,
E09000002,Barking and Dagenham,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,4850,Number,Number,,,,1,
E09000003,Barnet,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,6370,Number,Number,,,,1,
E09000003,Barnet,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,5370,Number,Number,,,,1,
E09000003,Barnet,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5720,Number,Number,,,,1,
E09000004,Bexley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3560,Number,Number,,,,1,
E09000004,Bexley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3090,Number,Number,,,,1,
E09000004,Bexley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3180,Number,Number,,,,1,
E09000005,Brent,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8340,Number,Number,,,,1,
E09000005,Brent,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7020,Number,Number,,,,1,
E09000005,Brent,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,7280,Number,Number,,,,1,
E09000006,Bromley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,3890,Number,Number,,,,1,
E09000006,Bromley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,3440,Number,Number,,,,1,
E09000006,Bromley,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,3580,Number,Number,,,,1,
E09000008,Croydon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,9230,Number,Number,,,,1,
E09000008,Croydon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,7550,Number,Number,,,,1,
E09000008,Croydon,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,7910,Number,Number,,,,1,
E09000009,Ealing,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,7320,Number,Number,,,,1,
E09000009,Ealing,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6520,Number,Number,,,,1,
E09000009,Ealing,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6940,Number,Number,,,,1,
E09000010,Enfield,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8170,Number,Number,,,,1,
E09000010,Enfield,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,6740,Number,Number,,,,1,
E09000010,Enfield,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,6500,Number,Number,,,,1,
E09000011,Greenwich,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,8130,Number,Number,,,,1,
E09000011,Greenwich,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201920,4730,Number,Number,,,,1,
E09000011,Greenwich,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,202021,5110,Number,Number,,,,1,
E09000015,Harrow,London Borough,"19+ Further Education and Skills Achievements (qualifications) excluding community learning, Multiply and bootcamps",Aged 19 years and over further education and skills learner achievements,Mission 6: increasing high-quality skills training in every area in the UK.,Spreading opportunity and improving public services,201819,4810,Number,Number,,,,1,
